komentar,sentimen
jika pers dibungkam dan oposisi dihilangkan dengan alasan konsolidasi transparansi berkurang korupsi meningkat dan nilai demokrasi melemah di indonesia ini bisa memicu pelanggaran ham dan ketidakstabilan ekonomi jangka panjang tanpa media bebas dan oposisi kekuasaan tak,neutral
ngobrol sm bokap tuh semua media udh dibungkam,negative
anjay media mau dibungkam pak hehe,negative
"dan saat ini hampir semua media tidak ada liputan demo mahasiswa padahal hampir semua kota ada demo uu tni 
media dibungkam",negative
sulit tapi emang hal positif sih ini orang orang mulai ketagihan jurnal investigasi bentuk video kayak gini harusnya sih jadi peluang juga buat media lain sebelum dibungkam oleh rezim lewat ruu penyiaran hehehehehe,positive
ohh mau mengakuisisi pentolan media biar bisa dibungkam,negative
sudahlah enggak ada oposisi sekarang media dibungkam stres,negative
"media dibungkam katanya
media dikirimin kepala babik katanya",negative
setelah media dibungkam saat protes batalkan uu tni kini pers diundang untuk mendukungnya menjijikan,negative
"ini ngeri banget ternyata pembungkaman juga menyasar pers mahasiswa

media inter media lokal sama media sekecil lpm pun berusaha dibungkam kebebasan berpendapat kita sudah dirampas supremasisipil",negative
sementara ini ketika manusia mudah dibungkam diteror yah a i salah satu media yg bisa dimanfaatkan dan ini sedang terjadi kan,negative
disana media ga dibungkam disini udah dibungkam malah bayar buzzer indonesia baik baik saja,negative
media dibungkam dg jamuan makan dan poto di istana presiden,neutral
saya nggak bilang demokrasi dikunci rapat atau media dibungkam realitasnya kompleks ada uu ite dan aturan baru yang batasi bicara tapi orang tetap demo kritik di medsos tv kayak rocky gerung februari dark indonesia tunjukkan rakyat vokal meski pemerintah kadang,negative
kenapa kamu bilang demokrasi dikunci rapat media dibungkam padahal orang nyolot ngomong di sesi demo di media sosial di tv rocky gerung menghujat tiap hari beri saya persepsimu,negative
ya tuhan udah bulan presiden ganti tapi mereka masih marah sama jokowi kayak mantan yang ga bisa move on mungkin karena demokrasi jadi serasa dikunci rapat media dibungkam sama kpk dilemahin terus anaknya gibran jadi wapres lelet jalur nepo baby kaesang ketua partai,negative
sdm kanan kirimu masih kurang mereka masih terlihat bodoamat sama negara yang lagi di obok obok apalagi media dibungkam kaya gini gaada space buat kita mengkritik revolusi mental ga harus jadi oposisi minimal paham kalo pemerintahannya cacat deh,negative
eh kinerja jokowi bikin orang geleng geleng infrastruktur sih oke jalan tol sama bandara banyak dibangun ekonomi juga naik jadi upper middle income tapi demokratisasinya ambyar anaknya jadi wapres partai dikontrol media dibungkam sampe uu omnibus law diprotes gara gara,negative
gw rasa indo gabisa karena jajaran pemerintah kayak udah kong kalikong satu sama lain dan media di indo sangat amat dibungkam agar rakyat kecil lainnya gatau kayak kita semua tuh tujuannya ada yg sama ada yg gak sama jadi susah,negative
"indo katanya menganut demokrasi tapi segitu banyak nya partai dan parlemen pemerintahan ga ada pun yang memihak rakyat 
katanya demokrasi tapi semua dibungkam media pun dibungkam wowo kontol",negative
media mana peduli efek berita lah tugas media itu blow up fakta mau itu efek negatif atau positif yah media mana peduli kecuali medianya dibungkam baru memberitakan hal yg efeknya baik aja tugas media itu mengabarkan fakta tanpq peduli efek bedakan fakta dan provokasi,negative
warga sipil kritis didoxxing dibungkam aparat media lokal dipegang jurnalis asing dipersulit buzzer dikerahkan ekonomi tdk pasti pengkondisianya canggih either pecah revolusi or not si nepobaby geng oslo tetep diuntungkan cepet sadarlah warga konoha supremasisipil,negative
jaman orba tenang dan damai karena jika kritis besoknya dibungkam bahkan di culik atau nyawa melayang demokrasi abu partai politik dibatasi dan diawasi yang berani korupsi hanya yg dekat dg keluarga cendana media dibungkam hanya memberitakan yg bagus aja bagi pemerintah,negative
"media harus bebas mengungkap penyalahgunaan kekuasaan tanpa takut dibungkam 
kalau jurnalis dibungkam siapa yang akan mengawasi para penguasa 
suara kita penting untuk menjaga demokrasi yuk kita kawal kebebasan pers 

 press
 literasimedia
 literasipemudaindonesia",negative
karena media nasional lagi dibungkam aja si semoga cepet ketemu titik terangnya,negative
tdk cukup media nas kini media asing jg mau dibungkam,negative
media lokal dibungkam sama bingkisan dan amplop ya der,negative
"kebanyakan masalah pemerintah tone deaf massa aksi di doxxing dan dipukulin bahkan diculik media dibungkam korupsi terus

intinya apa aku cape liat kaya keadaan kaya gini dan kaya ga ada hasilnya semangat buat temen temen yang bergerak aku udah pasrah nunggu sialku datang",negative
ini bukan local doang yang dibungkam tapi sampe media asing juga dibungkam,negative
yhh pokoknya media luar mau dibungkam ama komplotan si gendut,negative
mereka tuh tau media asing susah diajak kongkalikong kyk media nasional mereka juga tau kita sering laporan ke media asing klo udh dibungkam dmn skrg begini cara mainnya lol,negative
"media lokal pelan pelan dibungkam jurnalis asing diawasi rthschild family disayangi koruptor negara sebelah diimpor 
ada ada aja pemerintah indon",negative
ini gila anjing goverment udah media nasional dibungkam sekarang giliran internasional keknya beneran bakalan kaya myanmar orang orang mereka aja nulis sesuai eyd gabisa ini sok sok an ngelarang media berbahasa inggris ngentot deh anj ancurin terus ni negara,negative
gak cuma rakyatnya bahkan media asing pun mau dibungkam batalkanruutni supremasisipil tolakruupolri,negative
bukan zh doang yang jelek banyak pejabat lain yang jelek juga sehingga ga ada suara oposisi di pemerintahan makanya gua yakin banget ini media asing mau dibungkam karena lack of competency oleh pemerintahan,negative
media nasional dibungkam sekarang media asing mau dibatesin juga kurang kerjaan banget ya,negative
"media dibungkam lagi kah beneran ni jd balik orba 
 cabutuutni tolakruupolri",negative
"trus bijimana kalian mengkritisi danantara yg di isi orang asing media sekelas 
 
 
 
 dll tdk kalian percaya semua jurnalis lokal kalian maki kalian tuduh dibungkam oleh aparat pemerintah teyus jurnalis lokal kalian suruh percaya aksi kalian",negative
"jd lucu ketika akhirnya jurnalis asing datang bahkan dari rusia sampe siaran live demo kalian

kalian kemarin teriak 
 
 membungkam teror media kasus tempo lucu kan tuh ada media asing meliput kalian trus dibungkam nya dimana akhirnya yaa sdh gw up mahasiswakocak",negative
lebih muak lagi kalian nge tag jurnalis asing dr awal nya gw hanya ngelawan pake mahasiswabotol akhirnya gw bikin ht mahasiswakocak gmn ngk kocak kalian teriak media lokal dibungkam merasa aksi kalian tidak ada yg blow up di media lokal tp kalian nge tag jurnalis asing,negative
awal pemerintahan semua media diundang makan malam bersama buat dibungkam,neutral
raya kali ini ga ada macet atau media dibungkam selain ekonomi merosot,neutral
media yg dibungkam dimana harga diri kalian,negative
media sdh dibungkam sepertinya,negative
emang kamu pikir bungkam itu berarti tdk ada foto bersama yang dibungkam itu sikap kritis wartawan media terhadap isu isu atau kebijakan pemerintah paham gak lo,negative
media harus memyampaikan informasi dengan akurat tepat benar jangan malah framing atau clickbait dengan tujuan traffic doang ya jadi tuduhan media dibungkam berarti,negative
yg dulunya media dibungkam skrg top berita naver muka dia semua eat the karma,negative
kasian rakyat nya media udh dibungkam skrg rakyat digitukan,negative
media bener dibungkam,negative
di tik tok banyak yang komen katanya media dibungkam itu kok pada akrab gw pengen ngatain goblok tapi dihapusin terus sama tik toknya,negative
katanya media dibungkam sampe dengan pede yg info ordal mba jennifer yg w tau lu siapa w gini gini pernah kerja di media jadi tau seperti apa jadi jangan pernah memutar balikkan fakta,negative
semoga seluruh media di dunia menayangkan apa yang terjadi sebenarnya di indonesia karena media televisi di indonesia dibungkam,negative
media di tv aja dibungkam gaada yang beritain soal uu tni ini apalagi demo kalau pun ada pasti faktanya diputar balik wkwk gimana mau cabutuutni kalo mereka aja gatau uu tni exist gitu belom lagi uu polri kejaksaan kuhap ga waras ni negara,negative
najwa shihab jurnalis terkenal indonesia tampaknya tidak benar benar dibungkam meski menghadapi kritik keras di media sosial kontroversi oktober soal komentarnya tentang jokowi nebeng pesawat tni au memicu serangan online tapi tak ada bukti sensor resmi atau,negative
semoga berita ini ditayangkan di seluruh televisi dunia karena media televisi di indonesia dibungkam,neutral
"thought this meme was just a dark joke

how terrifying that regim was orang ilang tanpa jejak media dibungkam kritik dianggap musuh negara

looking at this now too real we are living in it 
its not soeharto holding the gun anymore but his legacy is alive in a different form",negative
prabowo siap bantu myanmar diduga kepemimpinan prabowo copy paste cara kepemimpinan junta militer faktanya revisi uu tni mulai susupkan tni ke instansi sipil memata matai siapa harus dibungkam media aja dibungkam habis saat ini apa itu pemerintah anti kritik,negative
media tv dibungkam ya gini pada gk tau pas ada sembako ya mangguk aja,negative
gua dengerin ceramah kagak ada nyenggol uu tni dan ruu polri real semua media di teve dan para ustaz oposisi dibungkam,negative
semoga pak jokowi dan kroniny yang membungkam media dibungkam saat sakaratul maut,negative
zaman prabowo kasihan media cetak elektronik online dibungkam atau di suap agar tdk ex post atau tdk siarkan kegiatan unras yg tolak uu tni lebih jahat dr pki ini rezimnya prabowo,negative
"emangnya gak boleh ya kalau rakyat yg lg protes ke penguasa dikasih info via medsos media massa agar update terkoordinasi 
para buzzerp penjilat seneng ya kalau rakyat yg kritis dibungkam agar penguasa bisa bertindak semau gue gitu 
lebih baik menggonggong drpd menjilat",negative
"ini bukan sarkas nder valid indonesia baik baik saja 

ya lo kira kalo media dibatasi diberedel demo disusup intel bersenjata medis dihadang bersuara dibungkam protes diabaikan itu indo masih baik aja gitu",negative
sementara di luar sana ancaman semakin nyata sosial media dipenuhi suara suara yang menggertak yang seakan akan punya kuasa penuh kritik dibungkam yang bersuara malah diancam seakan akan ada yang ingin menunjukkan mereka lebih kuat dari hukum itu sendiri,negative
dibungkam dibungkam semua disuruh tuli dan buta media serta pers memang kekuasaan itu jika ditangan orang yang dingin mengerikan sekali,negative
kutuk aksi teror ke media tempo gubernur sulbar tegaskan pers tak boleh dibungkam,neutral
"suara dibungkam 
orang dipukuli 
tenaga medis diserang 
kita tahu ke mana semua ini mengarah 

di platform x situasi kacau sementara tv nasional dan media sosial lain tampak tenang bukan karena damai tapi dibungkam 

sejarah menggema kelamnya kita berdiri di tepi jurang",negative
"dengan semua kekerasan dan pelanggaran yg dilakukan aparat ke rakyat 
 dpr diam
 presiden diam
 menteri ham diam
 media dibungkam
 tolakruutni 
 tolakruupolri 
 tolakdwifungsiabri",negative
ah orang dongo kek lu dan buzzer mana ngerti sih itu tuh secara ga langsung media dibungkam suara sebagian rakyat ga didenger pemerintah itu pelayan rakyat tapi malah ngelawan majikannya kan dongo kek otak lu,negative
"kalo jurnalis dibungkam media dipropaganda saatnya kita semua bersatu
 tolakruupolri cabutuutni",negative
pernah nanya ini ke ayah kebetulan aku hobi banget diskusi masalah politik sama ayah jawaban beliau semua media tv itu dibungkam kalaupun mereka memaksakan diri buat menayangkan karir mereka bakal dipersulit dan kemungkinan lainnya malah channel channel tersebut hilang,negative
setelah sekian lama media aja dibungkam wkwk,negative
mention kantor berita luar negri aja guys kalo disini media udah pd dibungkam biar seluruh dunia tau kondisi indonesia sbnrnya,negative
"kan tujuan emng begitu sengaja biar yg turun dibikin menderita tim media dan media dibungkam dan dihalangi serta mendapat intimidasi kan begitu cara main orang orang dongo 
 
 
 

kawal sampai menang 
 tolakruupolri
 cabutrevisiuutni 
 tolakdwifungsiabri",negative
"kenapa lebih percaya apa yang terjadi di media x 
soal nya yang bersuara di aksi demo orang pinter yang resiko dibungkam",negative
"media tv ga ada yang beritain demo sama sekali beneran dibungkam cok
mau sehancur apa ini negara biar para pemimpin dzolim itu sadar dan speak up 

 cabutuutni tolakruupolri tolakdwifungsiabri",negative
"apa bener media lagi dibungkam 

takut bgt ngecek medsos media terkini tapi tak ada yg mengup kan berita demo kemarin",negative
saat ini indonesia sedang mengalami kemunduran demokrasi jurnalis diteror demonstrasi mahasiswa dan rakyat direspon polisi dengan kekerasan dan mengabaikan hukum media lokal dibungkam media asing tolong liput dan publikasikan kasus ini indonesiagelap,negative
"ruu tni kenapa banyak yang diam 
ruu tni berpotensi mengubah tatanan sipil militer di indonesia tapi kenapa kritik tiba tiba menghilang media sunyi para kritikus sepi apakah ini kebetulan atau ada yang sengaja dibungkam kenapa semua mendadak senyap ruutni demokrasi",negative
"asli parah media pers bener dibungkam rezim ini stasiun televisi apapun gak ada yang nyiarin kabar mengenai demo selama ini malah sibuk nyiarin mudik lesu ama berita gak bermutu 
 indonesiagelap
 cabutruutni
 cabutruupolri",negative
media indonesia dibungkam tdk diperbolehkan oleh rezim memberitakan mulyono saat ditawur warga,negative
bangsat liat dulu rakyat lo yg lagi minta keadilan gausah jilat sana sini sipil makin diinjek dipukulin aparat diculik dicegat media dibungkam negara apaan sih ini ndut kalo anti kritik gausah jadi pemimpin sesuai kapasitas aja gausah megang negara,negative
lah d media luar rame kok disini aja media dibungkam,negative
emg pusat ini ga malu y rahasia dapurnya diberitain media asing karena media lokalnya dibungkam,negative
media sdh diancam dan dibungkam nampaknya disini bukan lagi negara demokrasi tapi kerajaan,negative
iya itu liciknya mereka mereka paham grassroots ini lebih sering pakai media apa sebagai sumber beritanya media penyiaran di tv dan radio dibungkam sekalinya ada di media sosial mentok cuma tiktok itupun mereka sewa buzzer gede gedean disana buat brainwashing,negative
"berarti bener kan indonesia gak baik baik aja setelah uu tni buktinya ada perlawanan dari demo yang jadi pertanyaan kenapa media dibungkam seolah olah tidak terjadi apa apa 
sad",negative
demo ini bisa jadi bom waktunya pemerintah kalo para demonstran tetap konsisten sampai akhirnya terendus media asing dan ketahuan kalo demo sdh berminggu tapi media dibungkam,negative
